,Name,NameMnemonic,StateCode,hist_mean,hist_std,hist_min,hist_max,hist_median,hist_pr60,hist_pr70,hist_pr80,hist_pr90,hist_pr95,rcp45_mean,rcp45_std,rcp45_min,rcp45_max,rcp45_median,rcp85_mean,rcp85_std,rcp85_min,rcp85_max,rcp85_median,shifting_rcp45,shifting_rcp85
10,"Colonie, NY, Site",CLN,NY,611.2376390075723,117.55258749184311,369.8960793631449,905.5876176234699,601.1597324044402,631.5852757917171,667.6403868757017,710.1624123709584,762.457188197549,806.4279016767273,1071.3783427553237,216.17980833111082,584.3365417480509,1540.9736226981086,1092.174805297857,1360.5263597658904,452.35211512758656,604.2084487479112,2370.626921299533,1296.9166499110684,3.0,3.0
11,"Durango, CO, Disposal Site",DUD,CO,274.04413129222917,95.26502783201077,91.25360831124617,516.637447073804,266.07643929618035,288.56534301758103,317.21399374825927,352.2572172328436,403.0967713274308,436.5647967093365,653.0407048908804,190.68535848726785,242.35340576172172,1138.899905395513,653.6537680053755,914.7676334907558,417.42531074580785,260.00563555036564,1956.827238333572,856.9475207955547,3.0,3.0
12,"Durango, CO, Processing Site",DUP,CO,26.461802832156405,29.514713520921347,0.018800048828126813,133.9177892194492,16.574462672642802,22.275439627511826,30.434989144462275,42.923755318778866,67.62079982212728,83.3518560137081,182.44436743343616,107.71234681559842,7.659503173828416,493.81967468262087,172.28846361432986,358.95290791891557,274.45366554695,11.538066493443493,1116.4724081856916,295.8476124354801,3.0,3.0
13,"Edgemont, SD, Disposal Site",EDG,SD,607.6481228980277,137.16207554484592,332.08650390625314,949.4987160818961,601.7288391549283,635.3742284284359,669.7365102277521,721.2860128348254,788.9793045043987,839.0998498535198,1095.7782044070725,233.76667819476114,588.0326015799425,1691.9523257882313,1095.5006942749071,1388.5251231760005,478.14005158727593,581.0254630824535,2547.939841657372,1326.4730612182668,3.0,3.0
14,"Falls City, TX, Disposal Site",FCT,TX,3087.327446443217,253.91629213429155,2518.869606933604,3722.091162196579,3085.2095266723736,3144.590953194764,3210.8294934518103,3286.5366935512097,3405.4696526663747,3492.3962880597905,3990.5054116116016,395.5441560172375,3070.2764984130954,4852.429617309583,4018.113367571161,4451.70479365666,793.8131807488883,2970.974917515355,6143.150026419516,4374.7760488019785,3.0,3.0
15,"Fernald Preserve, OH, Site",FER,OH,991.0599561216444,139.91828147215776,718.6646881103562,1352.4857408796095,977.3864866856215,1013.8744730050278,1064.870463736403,1109.1695025634817,1171.9271979195785,1221.2643087114661,1564.1070275817956,258.13808652866385,1000.9690012032697,2139.0815191650463,1586.2601645333489,1910.702774958747,541.7086499102384,1010.2516385323714,3128.2025222342427,1842.6369431413987,3.0,3.0
16,"Gasbuggy, NM, Site",GSB,NM,196.1473515522261,84.94718276287315,44.66845642089967,419.593121337894,186.24673357282614,210.41222970145347,234.50669773647036,262.97934552874165,310.80830588204816,346.77454380580673,530.6466161575537,177.38613423593847,151.880714547296,995.4405214146258,528.5688829258548,775.6359109701183,391.77279302769085,175.65729448591213,1773.1065037318701,715.6842782592818,3.0,3.0
17,"George West, TX, Calibration Model",GWC,TX,3309.2318737824216,254.38878031262317,2744.532370692672,3945.8388566371495,3302.6509549386274,3370.3154262869803,3431.3207059587853,3510.1569983782197,3630.6720812552426,3720.576021772123,4232.466118540715,398.706809228342,3305.761520996104,5085.9823747907485,4263.805517490943,4705.270455484606,805.6142411744506,3212.3769669015173,6394.2757004220275,4623.4829533604325,3.0,3.0
18,"Gnome-Coach, NM, Site",GNO,NM,1951.1135593679069,196.26009708153023,1526.501169956759,2441.1530673653815,1946.9981565203057,1996.7553044782437,2046.5823802839077,2103.5047567313136,2192.917451215479,2275.9071294512137,2731.331182995527,344.63808869342967,1901.427347760889,3467.7735509382073,2751.465424891889,3142.5674162566206,714.6387077430736,1910.2333786446782,4714.777087838319,3055.8792947387783,3.0,3.0
19,"Grand Junction Regional Airport, CO, Calibration Model",GAC,CO,730.375476871417,143.74546173358198,430.5805412074534,1097.6601725551109,725.1976621355373,756.4041980852445,789.1448774937268,835.9760695975215,920.3691472080825,975.2379730006675,1292.1822981708635,256.8964006192647,722.7483049665226,1911.7948599679196,1299.209880719872,1618.886414600135,530.6572222482098,745.0083702741397,2882.8981320626467,1554.4845099748945,3.0,3.0
20,"Grand Junction, CO, Calibration Model",GJC,CO,730.375476871417,143.74546173358198,430.5805412074534,1097.6601725551109,725.1976621355373,756.4041980852445,789.1448774937268,835.9760695975215,920.3691472080825,975.2379730006675,1292.1822981708635,256.8964006192647,722.7483049665226,1911.7948599679196,1299.209880719872,1618.886414600135,530.6572222482098,745.0083702741397,2882.8981320626467,1554.4845099748945,3.0,3.0
21,"Grand Junction, CO, Disposal Site",GRJ,CO,506.43269988079834,125.37466746938063,248.31674124581772,825.9341315569242,500.3621123395686,531.2176441301657,558.7220261492085,601.2436645507853,671.0739498465443,719.4644793919198,996.2982125844649,232.01864581824884,486.02261736188996,1566.9887048339906,998.0440900966145,1299.2123787144308,486.63185372706005,512.2306093052493,2477.225367082875,1240.497389090407,3.0,3.0
22,"Grand Junction, CO, Processing Site",GJT,CO,730.375476871417,143.74546173358198,430.5805412074534,1097.6601725551109,725.1976621355373,756.4041980852445,789.1448774937268,835.9760695975215,920.3691472080825,975.2379730006675,1292.1822981708635,256.8964006192647,722.7483049665226,1911.7948599679196,1299.209880719872,1618.886414600135,530.6572222482098,745.0083702741397,2882.8981320626467,1554.4845099748945,3.0,3.0
23,"Grand Junction, CO, Site",GJO,CO,730.375476871417,143.74546173358198,430.5805412074534,1097.6601725551109,725.1976621355373,756.4041980852445,789.1448774937268,835.9760695975215,920.3691472080825,975.2379730006675,1292.1822981708635,256.8964006192647,722.7483049665226,1911.7948599679196,1299.209880719872,1618.886414600135,530.6572222482098,745.0083702741397,2882.8981320626467,1554.4845099748945,3.0,3.0
24,"Grants, NM, Calibration Model",GNC,NM,195.3098675319152,84.65758188288866,43.149327131000135,419.9627879115548,189.80356257847637,210.69749032157083,233.9034909493611,259.8157155064203,310.3764672851593,342.6804221453017,564.5889182536673,187.46977725563326,166.69253906250253,1023.5418232945087,563.2789240809891,818.8667270815816,410.7425457312142,180.73901227678832,1837.9612651716027,762.7443803187826,3.0,3.0
25,"Green River, UT, Disposal Site",GRN,UT,1133.0856168085265,161.75892397261273,781.0430594308081,1535.7356843784933,1128.9329842703735,1164.5295493861659,1205.0197833252005,1261.8469487653513,1344.2136814662442,1401.8550909641863,1791.4452172396077,283.05982375680827,1161.6616966901563,2457.244850725453,1808.0346330043308,2152.6470174326864,585.6873098083652,1173.38894601005,3495.4629524449024,2092.78586159843,3.0,3.0
26,"Gunnison, CO, Disposal Site",GUD,CO,0.9164552384980111,2.984477579577833,0.0,18.70111982073136,0.0,0.03614179338728109,0.17973122732981106,0.5012158203125212,2.306743033272963,4.782289624895507,18.702372688435545,24.627413044206236,0.0,129.1206934465697,9.329330313546576,88.1123845637834,114.15141554053785,0.0,501.35153390067364,36.03436436244493,3.0,3.0
27,"Gunnison, CO, Processing Site",GUP,CO,0.9164552384980111,2.984477579577833,0.0,18.70111982073136,0.0,0.03614179338728109,0.17973122732981106,0.5012158203125212,2.306743033272963,4.782289624895507,18.702372688435545,24.627413044206236,0.0,129.1206934465697,9.329330313546576,88.1123845637834,114.15141554053785,0.0,501.35153390067364,36.03436436244493,3.0,3.0
28,"Hallam, NE, Decommissioned Reactor Site",HAL,NE,1062.1017309321237,166.8765570966258,712.3681363351049,1480.0080057198713,1048.4441462053621,1087.6061392647925,1139.278300955641,1195.8706950160488,1281.3592876761352,1355.8828049578037,1676.2831478193416,297.32173319847305,1021.8731294468523,2408.3337893240855,1683.7193080357201,2011.1520306739749,564.5429916502766,1021.608643798833,3375.643168422162,1955.9233392770013,3.0,3.0
29,"L-Bar, NM, Disposal Site",BAR,NM,318.2821659228299,104.75901750998722,115.5686544363862,587.8716366141225,315.8670631190742,341.06100376674436,366.0366754586391,398.96353428432275,458.09269570487265,492.3244563511478,753.9129505048836,213.06700052229115,284.20714372907685,1259.8986784144865,755.5009133475214,1032.1673603630697,456.6687196148184,306.7508012172187,2152.9853164236956,972.7023165457642,3.0,3.0
30,"Laboratory for Energy-Related Health Research, CA, Site",LEH,CA,1062.2489834641501,142.8083492063055,746.5919505092132,1436.2987419782432,1053.334644557414,1092.4508324323442,1131.089291120263,1176.3557399204863,1243.2527164132323,1288.043760441378,1692.2411441184818,275.5193218851838,1092.48507341658,2293.102102486755,1710.9941766357497,2030.3620381966994,546.1558243452307,1083.349899989543,3234.1970240129845,1982.9192310442324,3.0,3.0
31,"Lakeview, OR, Disposal Site",LKD,OR,126.88314520544095,63.864165082888036,23.977909981864464,327.56417881557184,115.60581804548148,129.84971784319356,148.90867370605648,174.38556492396958,210.77651842390003,238.28641265869365,415.796887887635,162.57513090542685,101.62851492745693,817.357450823107,413.6997321428603,633.7574349400517,347.92527659602257,114.32420070103394,1485.3788129534096,567.016444702152,3.0,3.0
32,"Lakeview, OR, Processing Site",LKP,OR,185.85699395160495,77.74162765507543,49.12201110839936,420.7555247279607,173.67785984584467,191.83008980887485,214.37408708845084,245.31366437639744,286.9150863211521,321.9197615487262,521.6397665411284,180.5318630682878,158.2978365652922,963.4109061104957,522.1326829310862,757.1068640312998,377.53318608683645,172.27197614397525,1670.2402016776007,687.4623425728975,3.0,3.0
33,"Lowman, ID, Disposal Site",LOW,ID,73.17287804272813,46.29148897391554,7.499315272740184,225.85733128139162,64.5126107788096,76.15432250976676,88.61261043003749,106.02028686523582,133.17123103550654,157.89522349766494,298.19193787243853,136.38166961639072,45.956188354493044,663.6378479875873,294.2002566528346,499.33434821688604,313.99813422384494,60.53145228794743,1287.3138747733033,436.4061580548997,3.0,3.0
34,"Maxey Flats, KY, Disposal Site",MAX,KY,1084.1751874931547,147.63302906158583,794.6712821742515,1461.082428588873,1067.1460923113195,1106.6457829938672,1157.0885688999774,1211.2159318324557,1277.9636122785353,1329.6322910635874,1681.5513766329289,266.95158881208323,1099.7337758963502,2273.9968745640417,1705.088597063343,2027.6361330175034,554.1190622709788,1106.030580880307,3270.7328398786353,1954.54362370083,3.0,3.0
35,"Maybell West, CO, Disposal Site",MAW,CO,160.83360428323763,78.72709741047701,24.561837594169294,384.9720912388423,150.70633178711148,171.98351510184384,195.50915025983772,220.47315551758055,259.5217230224637,300.1016142272979,482.16992975723736,170.28454081102245,136.89725411551547,923.5560893903507,478.8227620152102,722.0216104283708,379.8228633009632,147.2806352015925,1696.7955258614736,654.074007132398,3.0,3.0
36,"Maybell, CO, Disposal Site",MAY,CO,77.69105786849173,53.78096132867178,3.89095057896222,252.12395900181605,66.86989488874292,81.71428431919794,97.16056095668407,116.16192714146382,145.5563033185706,173.4114380100817,321.61096443868644,143.03666155237258,51.9389362444209,707.0166135951492,315.87330413818665,532.7516137546935,332.28037110412265,60.68388950892989,1409.382803693505,467.6698120989154,3.0,3.0
37,"Mexican Hat, UT, Disposal Site",HAT,UT,1076.5423266508192,154.96372000875942,753.4251991490002,1457.9631523786327,1071.9273169817295,1106.6596815708756,1149.6047519356912,1204.0444957624218,1279.0627072579573,1338.3354407610266,1713.6169119495887,272.7188587699492,1106.2338837541906,2366.754414934438,1730.0887077549592,2066.88693640898,571.0210543509495,1111.6746650041907,3373.0341477748407,2014.3180648803775,3.0,3.0
38,"Monticello, UT, Disposal and Processing Sites",MNT,UT,284.2935414543959,95.59662546368808,91.89890171596166,534.1961370849647,278.08428087507264,300.20339032854656,327.50800484793825,357.3044247000589,411.8502902221714,443.8266299002545,690.5276181646026,194.4341261219491,278.11487182617486,1173.6872478376167,694.4612069266225,958.8659776310839,425.62102335372737,285.30757385254213,1980.637235194621,907.2391116333056,3.0,3.0
39,"Monument Valley, AZ, Processing Site",MON,AZ,828.8436850037913,139.4304988333773,537.1435278320353,1172.5160746547206,823.5872972760927,856.0074772426107,896.0258074515252,943.4912643868631,1011.6220734078594,1061.9892783464754,1411.2324219761538,254.76686862953068,845.5707335553898,2021.6456663295262,1425.6793760899195,1744.4815495119474,536.2906303463924,853.0853867013165,2979.7843130057277,1692.1059356689516,3.0,3.0
40,"Mound, OH, Site",MND,OH,922.0412703782733,135.93647565138474,656.5186657714888,1273.4987283761216,909.783005807064,943.9039271763444,993.8144649396676,1037.593535766607,1097.8513901628821,1144.9680197361592,1478.5870886391926,252.37138131585428,927.626167340965,2042.3474204799177,1498.997240382609,1820.6228505226827,532.2052299788555,937.1012818254794,3016.444052995962,1753.5102794538286,3.0,3.0
41,"Naturita, CO, Disposal Site",NAD,CO,591.0498923928435,128.9875959771552,321.2720289829832,917.3245315115843,584.6122451782265,616.8163053676101,647.8489977155454,690.5471578543569,761.4620381818544,807.2502576337587,1110.8346376188022,239.83764234877185,581.6995778111091,1697.0400966971329,1114.231679731102,1421.0990478404372,501.12675813878906,605.4481982421918,2609.2348498535234,1363.8479361397938,3.0,3.0
42,"Naturita, CO, Processing Site",NAP,CO,434.5510141489492,115.03431629421809,198.21952505929397,724.6294439697308,428.4129139491524,457.0954951695069,486.25272221156905,523.5682294573141,587.0081263950933,626.2422238377201,896.2321431477089,219.94777266181327,419.6864232526542,1441.842348371239,900.8893847656298,1185.4029226703174,465.2242182728878,436.9973815918006,2304.4980004010945,1129.3215775408114,3.0,3.0
43,"Parkersburg, WV, Disposal Site",PKB,WV,834.0512332449202,137.29748151852965,561.7026669747529,1193.3240322440065,817.4576965332077,854.9421226283531,901.2592506190759,951.4868457031304,1014.8088738141794,1064.0094702584454,1377.6795506608553,248.57344552510435,837.9487004743354,1934.24038591658,1399.0735854666634,1699.8923110423975,515.9186809909454,848.6818767438665,2846.842048427045,1638.8275479562005,3.0,3.0
44,"Pinellas County, FL, Site",PIN,FL,3558.4753298436503,308.40900089399963,2906.1256055559547,4329.418326328836,3542.462875845785,3623.438631243037,3713.502987670911,3804.579686976854,3951.8578548758496,4078.719808000849,4430.474500835026,385.1322825069098,3506.804605451323,5287.5833541434295,4446.6552955845555,4859.108044470711,731.6357430358291,3466.015459769124,6445.823803013407,4794.281459830161,3.0,3.0
45,"Piqua, OH, Decommissioned Reactor Site",PIQ,OH,731.4083590464737,125.7488685592876,486.5724907575375,1059.012383597243,720.351576102125,752.2383012172199,794.3787375749906,839.4632262311709,894.9211457170805,940.0248901367237,1243.6519922255775,236.71832702399678,727.3856372942289,1782.2110611397943,1266.1937164742662,1570.1895615097146,503.1309979592296,740.6782700892904,2703.359348057345,1507.4754517909519,3.0,3.0
46,"Pre-Gondola and Trencher, MT, Site",PGD,MT,427.21185358475964,128.45762074135328,171.64328107561582,776.7746565464604,415.1207502528629,447.4539059884239,484.381731000631,528.489744611471,590.6724930681536,649.7875143214669,849.6470212662313,225.18345804134418,334.6988057163812,1405.0138059779626,846.9699642944377,1108.8288926701457,441.5730959488637,367.7916424560577,2153.541449061809,1047.0086547851608,3.0,3.0
47,"Pre-Schooner II, ID, Site",PSC,ID,358.84970089971085,106.6262736552669,144.32309483119604,659.5292810930562,350.2349824305972,376.193137991772,403.6969663783513,438.5698611886191,495.78082689558096,539.3788855634454,792.4232177390385,217.03098781771482,330.6977381243055,1326.3825588553345,790.0725337873225,1073.787621956224,445.9332212120012,347.94125575474635,2125.2198118373394,1012.944698835105,3.0,3.0
48,"Rifle New, CO, Processing Site",RFN,CO,35.38603545052737,34.5627915216128,0.16618347167970712,165.6689408656548,25.378197719029693,33.48079023088807,42.96301552908857,56.871763741630545,77.44990735735341,99.53862688337206,214.32328676200675,119.01875063362513,14.346989920480407,553.4510324532685,205.97881203787918,403.15253883153423,294.19991050525675,21.261209106445968,1206.8718453543584,337.2906053379635,3.0,3.0
49,"Rifle Old, CO, Processing Site",RFO,CO,35.38603545052737,34.5627915216128,0.16618347167970712,165.6689408656548,25.378197719029693,33.48079023088807,42.96301552908857,56.871763741630545,77.44990735735341,99.53862688337206,214.32328676200675,119.01875063362513,14.346989920480407,553.4510324532685,205.97881203787918,403.15253883153423,294.19991050525675,21.261209106445968,1206.8718453543584,337.2906053379635,3.0,3.0
50,"Rifle, CO, Disposal Site",RFL,CO,35.38603545052737,34.5627915216128,0.16618347167970712,165.6689408656548,25.378197719029693,33.48079023088807,42.96301552908857,56.871763741630545,77.44990735735341,99.53862688337206,214.32328676200675,119.01875063362513,14.346989920480407,553.4510324532685,205.97881203787918,403.15253883153423,294.19991050525675,21.261209106445968,1206.8718453543584,337.2906053379635,3.0,3.0
51,"Rio Blanco, CO, Site",RBL,CO,137.54255280942527,72.51030569645494,18.254657418387882,347.32429486956215,128.87024017334184,148.11759652274202,166.14817047119362,189.761732352123,227.86362688337317,267.93143997192664,451.6396822935048,168.21945847808857,113.70785321917054,890.9124153355234,447.8226185389963,689.4967066895317,377.1587740409172,129.998971383233,1656.6372597830698,624.042240121028,3.0,3.0
52,"Riverton, WY, Processing Site",RVT,WY,351.88251500655485,108.35241087568222,129.77445565360128,643.9773750523198,348.23465632847683,373.8951525878938,403.8999023437532,436.1761527797188,486.7792146955253,538.4338767351459,744.6653430128412,195.17846396127607,318.53866036551636,1235.538950892862,749.293446611681,1022.3165257796595,428.9214774704011,343.57702811105213,2053.374852382121,954.4757060023763,3.0,3.0
53,"Rocky Flats, CO, Site",RFS,CO,335.37065163904634,113.32320153880904,120.59925528390283,637.5859250313936,326.4307248796768,354.91392447335716,386.25962018694526,425.2053475516218,475.972774091452,523.462415836883,734.2311167373779,200.31905996774913,308.12137172154354,1228.2643292236382,736.0177555629228,1003.877578810491,426.68297195384645,322.1220670863593,2079.8097883824003,937.3964682442847,3.0,3.0
54,"Rulison, CO, Site",RUL,CO,14.9091239789071,20.310119690933146,0.0,103.70155735560961,7.658634687151518,11.128801531110819,16.063927655901704,23.896834978376734,38.64649553571504,52.41533423287625,133.07058045169657,91.82320654124239,3.0397936139789308,413.87678684779905,120.83816672189087,293.9536072074196,248.4776559718382,5.283132498605137,998.8645955113054,226.2313110351588,3.0,3.0
55,"Salmon, MS, Site",SAL,MS,2321.049533703871,220.81599143105657,1871.9570890590205,2907.5533055768788,2298.1764818464085,2355.0447011021297,2415.5767095511387,2501.3578555733907,2607.426716613779,2714.0343569510414,3097.5634573825255,348.00881149670903,2339.2869862583793,3943.44351562501,3108.735011029934,3480.0853476907664,680.1732904911651,2322.3139591762088,5100.798023245688,3399.1606925310516,3.0,3.0
56,"Salt Lake City, UT, Disposal Site",SLD,UT,912.6217525077395,147.85995564585266,598.8319319370854,1298.669521135608,907.4902151925268,943.347064383375,982.015676356729,1031.9760893031578,1095.2129363577753,1158.02502123152,1510.5423867764516,268.7105911664387,913.6165762765113,2139.2867078508716,1522.23410125733,1850.8732551616506,546.3439372537234,941.9001777866953,3125.8305037144323,1784.1711079188815,3.0,3.0
57,"Salt Lake City, UT, Processing Site",SLP,UT,548.2072882749633,123.69960802194873,283.81695591518155,869.457879028325,546.619415457593,570.3999822998086,602.343594011583,644.6725845772918,705.2270429338768,757.222347346719,1066.7978578197112,239.03476698326472,540.2992455182797,1633.49804103307,1073.394753025605,1383.869952420411,506.0354563187317,569.8557366071467,2589.5984194510393,1316.7871972220337,3.0,3.0
58,"Sherwood, WA, Disposal Site",SHE,WA,373.2258727124302,111.14815626494689,160.83527736119058,670.725251900813,365.3247805350197,392.2808362688368,420.9387925502263,458.30294634138164,520.5618750000034,573.8410314287496,787.3488249939275,221.2643516830143,335.5825912911581,1314.1390971156582,791.4504228864441,1064.4658302775606,442.32505002057025,361.3289790562253,2127.1529595075394,1003.3787062290784,3.0,3.0
59,"Shiprock, NM, Disposal Site",SHP,NM,914.5644994385435,147.4993314022498,608.0798791503947,1277.9570919363894,910.2215152849517,941.815510166718,985.3376885986377,1036.0744543457083,1107.1000032697457,1159.1690743800623,1503.4400176141007,262.3246382615539,913.1245125906856,2134.8922198486393,1516.1055358450812,1836.9610165358954,544.4654076524512,933.3415013776555,3105.53848257883,1778.6541605486252,3.0,3.0
60,"Shirley Basin South, WY, Disposal Site",SBS,WY,56.65927002731734,43.39886898010452,1.8274137660436385,202.81793805803787,46.74778141566781,58.53186305454911,72.011693464008,88.70158403669227,112.07937696184594,133.56831623622531,260.24871961144135,125.31516563390161,33.11313267299199,609.4079704066722,255.07409445626658,461.88479102972735,309.01627414265937,38.18041521344962,1259.4081624930295,393.96772979736636,3.0,3.0
61,"Shoal, NV, Site",SHL,NV,715.7867044223125,134.77765589660478,434.36953377860266,1065.742276436947,702.8558974783801,737.7955119105787,778.1164935302777,821.2566034807519,887.8617160034222,941.3162159293083,1265.240888511449,252.9860385200412,711.7535293143179,1861.2994689941465,1268.4222357613755,1590.385276779598,516.9755225444986,713.7921063232462,2767.851401018422,1524.8500870187,3.0,3.0
62,"SiteAPlotM, IL, Decommissioned Reactor Site",SAM,IL,696.6629749235858,119.59620194812119,458.87971993582966,990.5099801199829,688.1489678955123,718.7405022321475,752.6226773071335,798.383168770931,856.0199483817012,901.0862062944734,1235.8087417887052,240.6831384132213,702.1960174560589,1764.6853652518198,1251.813270786836,1544.8111466251883,494.87748429188696,710.6688616943405,2652.9789000592987,1496.095358450759,3.0,3.0
63,"Slick Rock East, CO, Processing Site",SRE,CO,552.6457248936905,124.61591940121495,292.88953630720175,865.4142802211264,546.334747488843,579.2032019914938,608.580475769047,649.2569455392061,717.975329502655,758.7872713143528,1055.0304293674462,233.32744886926545,542.5418356759247,1627.7031902204299,1061.2160909598265,1358.313037692832,489.49246261370666,562.3459491838769,2518.6937689209058,1301.7927617100365,3.0,3.0
64,"Slick Rock West, CO, Processing Site",SRW,CO,552.6457248936905,124.61591940121495,292.88953630720175,865.4142802211264,546.334747488843,579.2032019914938,608.580475769047,649.2569455392061,717.975329502655,758.7872713143528,1055.0304293674462,233.32744886926545,542.5418356759247,1627.7031902204299,1061.2160909598265,1358.313037692832,489.49246261370666,562.3459491838769,2518.6937689209058,1301.7927617100365,3.0,3.0
65,"Slick Rock, CO, Disposal Site",SRD,CO,552.6457248936905,124.61591940121495,292.88953630720175,865.4142802211264,546.334747488843,579.2032019914938,608.580475769047,649.2569455392061,717.975329502655,758.7872713143528,1055.0304293674462,233.32744886926545,542.5418356759247,1627.7031902204299,1061.2160909598265,1358.313037692832,489.49246261370666,562.3459491838769,2518.6937689209058,1301.7927617100365,3.0,3.0
66,"Spook, WY, Disposal Site",SPK,WY,294.3526355338611,102.68344115736016,95.5130393763967,566.3012768554723,286.1920180838476,312.6251518903489,340.5148989432227,375.6207370431113,428.1518669346432,472.6461620875801,667.7479275768129,186.81122374241667,263.0876565115819,1162.3054067557248,667.3140948050402,931.5308708344013,414.74036638497455,274.9341118512862,1935.1941857038282,862.2642139979812,3.0,3.0
67,"Tonopah Test Range, NV, Site",TTR,NV,1069.1062672548928,157.0794605866982,733.3866319928895,1465.625060076038,1059.976678641188,1102.7134375000055,1145.0238824026976,1199.1763861955965,1264.124400373192,1320.722536599301,1714.64454234111,285.2369920171336,1076.574460536417,2388.200747244706,1724.9484972272667,2070.8233602450823,578.8442624132394,1071.3219665527397,3368.9643588692875,2010.151190316343,3.0,3.0
68,"Tuba City, AZ, Disposal Site",TUB,AZ,781.7543541032485,132.05329294346325,505.8833286830394,1103.2920948137605,776.0724585832913,811.2322555106073,847.2980562046641,888.8861185128395,956.9119543021116,997.5380281502909,1360.0991066348342,252.3470774017025,801.5235834612213,1941.3193962751182,1378.9085398646823,1688.0191261286925,531.6568639449076,803.6109327915784,2912.443350742893,1638.2626611328187,3.0,3.0
